@RELATION svm_inter
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {negative,positive}

@DATA
0.047742,0.010291,3.058475,0.100970,0.137796,0.337159,0.012881,0.074774,-26.106740,1.627236,-0.838459,-0.490227,-0.486375,-0.015661,-0.021157,-0.085539,-0.097169,-0.007222,-0.101165,-0.018532,-0.112914,0.013741,0.010751,0.014735,0.013667,0.016409,0.014783,0.016890,0.008983,0.014039,0.011992,0.014575,0.012162,0.018776,0.031584,0.009578,0.274038,0.036892,0.034829,0.355461,0.007429,0.057685,1.727344,0.796760,0.773635,0.430862,0.465068,0.358497,0.314737,0.295355,0.269569,0.268626,0.252496,0.254081,0.260525,0.017356,0.015390,0.017759,0.017063,0.019894,0.019583,0.019942,0.014540,0.018604,0.014640,0.018230,0.017041,0.010299,negative
0.048822,0.008377,3.017345,0.116111,0.153923,0.371574,0.012530,0.070684,-28.257854,2.352038,0.137749,-0.107930,-0.345294,0.063471,-0.006168,0.044683,-0.052273,0.019445,-0.135629,-0.003034,-0.070300,0.018757,0.008075,0.029824,0.015624,0.026471,0.015258,0.039163,0.003260,0.008433,0.016847,0.019192,0.008023,0.026172,0.039037,0.010372,0.301577,0.040224,0.029445,0.420645,0.008247,0.070805,2.520997,0.820897,0.749996,0.411273,0.427540,0.348454,0.320872,0.295777,0.281947,0.259744,0.258169,0.247984,0.248160,0.022919,0.012120,0.030748,0.019869,0.028208,0.020161,0.037400,0.005588,0.011187,0.018965,0.020932,0.012035,0.013053,negative
0.055931,0.005029,3.083226,0.114098,0.143980,0.378506,0.012007,0.086746,-27.281260,1.237093,-0.907308,-0.235312,-0.355652,-0.006364,-0.112140,-0.065648,-0.161297,-0.058829,-0.118324,-0.079468,-0.124119,0.016503,0.009988,0.017052,0.014887,0.016311,0.012277,0.016192,0.006301,0.011574,0.012980,0.016168,0.009742,0.019345,0.038181,0.004632,0.245302,0.042249,0.033437,0.370435,0.009005,0.067648,1.701597,0.814218,0.667273,0.454646,0.437436,0.343693,0.304921,0.279025,0.279084,0.285135,0.281392,0.293596,0.282697,0.020737,0.013995,0.020132,0.019597,0.020724,0.017071,0.019167,0.009619,0.015425,0.015493,0.018533,0.014211,0.011157,negative
0.072324,0.003603,2.946452,0.134252,0.167759,0.430173,0.011269,0.103577,-29.663724,2.389980,-0.530177,-0.324527,-0.416842,0.152465,-0.023921,-0.111651,-0.253431,-0.082328,-0.156633,-0.085463,-0.154394,0.020126,0.011196,0.027480,0.017959,0.021177,0.018124,0.024465,0.007583,0.010901,0.011488,0.011453,0.007293,0.020470,0.059937,0.004489,0.368879,0.061996,0.036757,0.506702,0.008091,0.109836,2.890771,0.851753,0.818937,0.440314,0.448159,0.366160,0.322394,0.278758,0.281756,0.248835,0.223743,0.211403,0.202894,0.022715,0.014846,0.027695,0.020572,0.020641,0.021243,0.022233,0.012574,0.012995,0.012599,0.012271,0.009356,0.010659,positive
0.067274,0.007777,3.066578,0.120766,0.143132,0.416096,0.010198,0.097821,-28.055606,0.750708,-1.312965,0.085605,-0.369351,0.255397,-0.036773,-0.052140,-0.010011,0.045982,-0.076349,0.020851,-0.074678,0.010309,0.008372,0.013183,0.010818,0.012202,0.010419,0.018219,0.007914,0.009042,0.011812,0.011908,0.009662,0.015384,0.042226,0.006233,0.272197,0.043834,0.029017,0.400478,0.007993,0.071856,1.909366,0.785709,0.649545,0.438990,0.419877,0.352732,0.298313,0.287284,0.274654,0.254255,0.262399,0.233591,0.237727,0.013407,0.011589,0.016114,0.014687,0.015044,0.014113,0.016231,0.011492,0.011538,0.014718,0.014304,0.013404,0.009253,positive
0.095953,0.004272,3.135131,0.165404,0.170059,0.814137,0.005779,0.151697,-28.104285,1.107910,-0.230407,0.129922,-0.024936,0.218066,-0.066593,-0.112937,-0.038849,-0.055195,-0.057098,0.032780,-0.028929,0.012331,0.004882,0.020441,0.009929,0.026416,0.009913,0.038102,0.004940,0.007998,0.011731,0.015762,0.005570,0.020216,0.044656,0.003060,0.183276,0.040067,0.021448,0.431722,0.004460,0.088406,1.521153,0.645508,0.491897,0.352922,0.337350,0.298616,0.282006,0.273384,0.269756,0.261690,0.250310,0.239085,0.225418,0.013879,0.006096,0.019747,0.012251,0.021121,0.013348,0.028870,0.007403,0.010803,0.012600,0.014230,0.006707,0.010483,positive
0.063894,0.004120,3.021509,0.123666,0.146637,0.504568,0.008658,0.092563,-27.462819,1.913911,-0.175770,-0.160358,-0.176091,0.155863,0.015689,0.075341,0.062675,0.090276,0.014661,0.063786,-0.047990,0.015484,0.007700,0.036785,0.010803,0.015067,0.012187,0.030008,0.004213,0.010118,0.012402,0.024739,0.008479,0.020633,0.046438,0.003033,0.272552,0.043343,0.026696,0.453570,0.005428,0.082668,1.791275,0.734178,0.613881,0.361168,0.399412,0.308879,0.302211,0.243639,0.246254,0.219688,0.210551,0.198054,0.192242,0.016042,0.010713,0.028554,0.012727,0.015434,0.015176,0.026987,0.006791,0.012979,0.012836,0.024779,0.011330,0.010472,positive
0.067119,0.002389,2.999958,0.121291,0.144960,0.479562,0.013119,0.097766,-29.747013,0.995732,-0.599046,-0.338569,-0.187784,0.207522,-0.204576,-0.146811,-0.080783,-0.111471,-0.137327,-0.082946,-0.160630,0.020582,0.008386,0.019585,0.014227,0.011245,0.011459,0.015882,0.008295,0.008474,0.010880,0.016538,0.009932,0.020461,0.051650,0.002458,0.389247,0.049124,0.032172,0.428641,0.009458,0.080773,2.461129,0.940025,0.776570,0.540322,0.387442,0.355743,0.330736,0.314188,0.303566,0.293431,0.319283,0.309628,0.300785,0.027027,0.012814,0.025646,0.020958,0.016604,0.018339,0.018882,0.013861,0.012781,0.014624,0.021010,0.014782,0.013034,positive
0.071799,0.010854,3.099630,0.149851,0.177006,0.543106,0.011150,0.100347,-26.092862,2.001029,-0.151019,-0.125836,-0.059991,0.260441,0.213689,0.089143,0.001319,0.048825,-0.088727,0.000611,-0.056309,0.013294,0.007403,0.025625,0.012737,0.029762,0.012329,0.030309,0.005188,0.007173,0.016674,0.016758,0.007272,0.022312,0.051531,0.009554,0.237540,0.048036,0.023147,0.494983,0.007476,0.095714,1.838505,0.807989,0.712704,0.420010,0.450784,0.347092,0.319336,0.273162,0.269073,0.247711,0.243602,0.234656,0.230678,0.017486,0.011525,0.028557,0.016694,0.029356,0.017541,0.028494,0.008812,0.010628,0.018761,0.019108,0.010889,0.011241,positive
0.043574,0.016892,3.094994,0.098004,0.137039,0.320422,0.010793,0.064462,-25.134199,1.945526,0.049675,0.089602,-0.145603,0.218286,0.039562,0.051510,-0.021785,0.078846,-0.069275,0.024922,-0.020193,0.016829,0.006390,0.035371,0.013519,0.024463,0.012052,0.036432,0.004481,0.008056,0.015759,0.024208,0.006624,0.023963,0.024881,0.012518,0.221784,0.027357,0.032318,0.271975,0.006434,0.043837,1.743849,0.681164,0.641606,0.385721,0.413396,0.322486,0.306775,0.266169,0.257859,0.236661,0.230670,0.217929,0.210340,0.019757,0.008437,0.031526,0.016074,0.022891,0.015035,0.033273,0.007469,0.010556,0.016533,0.023576,0.008994,0.010955,positive
0.051450,0.008362,3.069176,0.101935,0.132100,0.350353,0.010563,0.076462,-27.288873,1.516239,-0.673699,-0.062624,-0.296993,0.240889,-0.015205,-0.139690,-0.153321,-0.024905,-0.168638,0.007182,-0.077222,0.013791,0.007361,0.018793,0.014627,0.015813,0.014705,0.025601,0.007442,0.011492,0.013271,0.015094,0.007473,0.020221,0.032890,0.006143,0.255960,0.032061,0.030326,0.320843,0.006537,0.058622,1.790170,0.740308,0.697087,0.396317,0.467315,0.360884,0.310328,0.292831,0.271467,0.252492,0.246356,0.246444,0.226988,0.017705,0.011148,0.021440,0.018047,0.019113,0.019340,0.020113,0.012703,0.014963,0.015487,0.017212,0.010044,0.009711,positive
0.058583,0.009264,3.093854,0.113074,0.136054,0.431141,0.010867,0.086152,-27.396772,0.957285,-0.989111,-0.370490,-0.358918,0.142551,-0.147814,-0.103404,-0.042179,-0.112679,-0.098447,-0.025361,-0.101893,0.011978,0.008744,0.014075,0.013831,0.022964,0.012064,0.012310,0.007309,0.009525,0.012484,0.012526,0.010393,0.019641,0.036202,0.005767,0.239526,0.033371,0.026566,0.339509,0.007175,0.066616,1.381851,0.671799,0.575565,0.407681,0.362513,0.326820,0.288151,0.279289,0.274631,0.266457,0.268448,0.262577,0.267311,0.015715,0.012651,0.017044,0.017815,0.017869,0.017861,0.016850,0.012185,0.013851,0.015951,0.016097,0.014557,0.009530,positive
0.068176,0.007084,3.077011,0.127396,0.148045,0.491478,0.010420,0.099255,-27.478131,0.915277,-0.634570,-0.126245,-0.239124,0.130048,-0.176680,0.002942,-0.103998,-0.064439,-0.083308,0.029733,-0.070164,0.011775,0.007938,0.019860,0.015888,0.017009,0.012878,0.016386,0.005647,0.009251,0.010575,0.012767,0.007994,0.018100,0.044884,0.004695,0.262221,0.043734,0.027175,0.404443,0.007036,0.072334,1.805156,0.860289,0.696573,0.447108,0.382998,0.343406,0.304056,0.288482,0.275306,0.274790,0.278031,0.263791,0.254826,0.014371,0.011373,0.021304,0.019943,0.020746,0.018333,0.016704,0.009502,0.013695,0.013407,0.015158,0.011412,0.010899,positive
0.066692,0.022898,3.075290,0.126976,0.148514,0.525399,0.009834,0.101493,-24.463194,1.249416,-0.328509,-0.225121,-0.043503,0.275304,0.000155,0.013009,-0.033115,-0.006899,-0.141299,-0.040036,-0.067462,0.012665,0.007917,0.022652,0.014320,0.019673,0.011338,0.020839,0.005911,0.008848,0.013894,0.015913,0.007486,0.019300,0.046424,0.015748,0.273432,0.044145,0.028319,0.409988,0.006391,0.079482,1.558772,0.763652,0.655753,0.506271,0.418757,0.362227,0.342449,0.311790,0.310322,0.311471,0.310124,0.292002,0.281482,0.016706,0.011530,0.024076,0.018622,0.022773,0.016173,0.022568,0.009491,0.012604,0.016684,0.018792,0.010765,0.010893,positive
0.064925,0.018201,3.068573,0.124396,0.143774,0.469768,0.011922,0.096965,-25.674210,1.246681,-0.534271,-0.107731,-0.110399,0.149083,-0.202122,-0.204990,-0.139395,-0.056384,-0.116945,-0.035379,-0.133016,0.015454,0.006492,0.018440,0.015032,0.017891,0.012210,0.015706,0.007296,0.011831,0.015042,0.015147,0.007953,0.020805,0.047544,0.013901,0.271874,0.045241,0.029059,0.434425,0.007824,0.079824,1.820443,0.772110,0.809039,0.444240,0.429714,0.371474,0.331416,0.314489,0.314710,0.329486,0.328779,0.320702,0.301774,0.022653,0.009691,0.024717,0.021734,0.023939,0.019204,0.020696,0.013089,0.017804,0.019895,0.020200,0.011939,0.012665,positive
0.074880,0.003937,3.012968,0.130227,0.145108,0.545322,0.012592,0.110973,-29.032692,1.001462,-0.760448,-0.315634,-0.279722,0.128910,-0.157953,-0.170997,-0.092968,-0.034243,-0.093527,-0.028657,-0.124162,0.015069,0.008665,0.012769,0.010929,0.016443,0.012085,0.014386,0.007677,0.010505,0.012855,0.014142,0.010566,0.018923,0.058668,0.003964,0.370131,0.056090,0.032016,0.498499,0.009845,0.092555,2.533295,0.892122,0.850909,0.566453,0.423769,0.391484,0.347677,0.333970,0.324893,0.306206,0.330395,0.321076,0.315514,0.021051,0.013367,0.017258,0.016737,0.018261,0.017899,0.019734,0.013466,0.016123,0.016976,0.019026,0.016248,0.011507,positive
0.067180,0.013044,3.021819,0.132467,0.155369,0.511900,0.009610,0.095394,-26.591961,1.674525,-0.584165,-0.289207,-0.246249,0.118342,0.123741,-0.072171,0.019521,-0.050187,-0.093827,-0.001405,-0.028919,0.013041,0.009410,0.021460,0.012986,0.017434,0.014049,0.026887,0.006475,0.008615,0.012448,0.016255,0.007704,0.019380,0.045132,0.010523,0.304788,0.043902,0.027399,0.432177,0.006168,0.079032,2.305626,0.766636,0.731514,0.412998,0.431878,0.332419,0.306890,0.288926,0.262507,0.242318,0.225361,0.220235,0.221196,0.017266,0.013769,0.023852,0.016598,0.019715,0.018164,0.026246,0.010396,0.011681,0.013882,0.017637,0.010536,0.010979,positive
0.064907,0.005119,3.038986,0.131829,0.157728,0.531365,0.010091,0.095227,-27.977541,1.631766,-0.323326,-0.303409,-0.184508,0.030129,-0.037133,-0.052677,-0.038888,-0.025508,-0.150486,-0.042524,-0.092987,0.016296,0.008594,0.020205,0.014018,0.017228,0.013352,0.020724,0.005635,0.010021,0.016727,0.017438,0.009855,0.019140,0.039805,0.004673,0.284761,0.040443,0.026604,0.407141,0.006681,0.071398,2.115892,0.703874,0.675770,0.391179,0.413899,0.330285,0.301169,0.263847,0.267089,0.251827,0.248093,0.242353,0.243296,0.019335,0.012247,0.021104,0.017241,0.019793,0.017493,0.021413,0.009461,0.013326,0.018309,0.019181,0.013416,0.010113,positive
0.072115,0.007398,3.034818,0.132565,0.151863,0.565340,0.010885,0.107185,-27.242036,0.880666,-0.774715,-0.320068,-0.326441,0.110840,-0.115849,-0.050198,-0.024602,0.008064,-0.059965,0.022887,-0.058799,0.012887,0.009064,0.015627,0.012489,0.014624,0.011876,0.012654,0.007081,0.009751,0.012341,0.015289,0.010103,0.016872,0.045626,0.005925,0.300615,0.045263,0.027818,0.439324,0.007349,0.078183,1.961037,0.850022,0.732108,0.476862,0.432190,0.355250,0.340350,0.305809,0.314062,0.294061,0.298967,0.278572,0.262495,0.016746,0.012787,0.018876,0.016699,0.017331,0.017082,0.015597,0.011172,0.013410,0.015482,0.018562,0.014417,0.010303,positive
0.060501,0.005910,3.037477,0.114361,0.142521,0.432026,0.011594,0.091426,-27.330718,1.022100,-0.676489,-0.216125,-0.314786,0.221961,-0.088444,-0.144752,-0.099154,-0.036088,-0.055999,0.127103,-0.102665,0.013685,0.007806,0.018706,0.012565,0.017741,0.014333,0.018441,0.008819,0.010991,0.011309,0.013378,0.008959,0.018609,0.039863,0.005186,0.286089,0.043615,0.032880,0.374601,0.007797,0.067026,1.961784,0.854254,0.756668,0.492840,0.416304,0.361673,0.348276,0.298758,0.297313,0.275782,0.265911,0.264470,0.248796,0.016733,0.010874,0.021422,0.017134,0.019449,0.020482,0.021235,0.014103,0.014607,0.014154,0.015604,0.012334,0.010676,positive
0.076375,0.005326,3.071297,0.144372,0.163522,0.576551,0.008769,0.115030,-27.057557,1.579886,-0.526664,-0.124150,-0.292034,0.211570,-0.014342,-0.173724,-0.143102,-0.025690,-0.089974,0.039896,-0.059716,0.012720,0.006205,0.020306,0.015278,0.021058,0.016948,0.020464,0.008710,0.010512,0.012172,0.013557,0.006969,0.019124,0.051020,0.004369,0.255240,0.049092,0.025124,0.449038,0.005286,0.090906,2.025342,0.731012,0.663084,0.362738,0.415013,0.346019,0.323509,0.291919,0.277666,0.257272,0.243183,0.243955,0.238227,0.016510,0.008628,0.023164,0.018518,0.023788,0.022448,0.022719,0.014751,0.013134,0.013511,0.015389,0.009348,0.010947,positive
0.057664,0.002117,3.075649,0.119828,0.147404,0.476001,0.008119,0.085565,-28.404822,1.513949,-0.280826,-0.002360,-0.009324,0.244690,0.235599,0.063295,-0.030940,0.052339,-0.104521,0.016907,-0.059581,0.012956,0.007095,0.027910,0.011896,0.025233,0.011500,0.025600,0.005630,0.007112,0.014982,0.020137,0.006362,0.019940,0.031969,0.001761,0.229319,0.030431,0.023169,0.344369,0.005289,0.059349,1.735119,0.719849,0.591221,0.378878,0.395770,0.309733,0.293509,0.252895,0.257605,0.226376,0.228215,0.209910,0.204607,0.015333,0.009916,0.026578,0.014283,0.023682,0.014559,0.022482,0.007977,0.009166,0.015449,0.019653,0.008251,0.009950,positive
0.073644,0.009042,2.992237,0.135497,0.157955,0.455422,0.011589,0.102180,-27.078603,1.070892,-0.962242,-0.290398,-0.257504,0.153020,-0.124717,-0.123536,-0.046074,-0.038966,-0.077282,-0.011611,-0.102456,0.012935,0.008293,0.016661,0.012469,0.014780,0.012843,0.016908,0.007930,0.010185,0.013081,0.015036,0.009129,0.018378,0.058244,0.008636,0.345141,0.054429,0.030197,0.434175,0.006876,0.093537,2.566366,0.924324,0.752762,0.480539,0.448296,0.390184,0.357281,0.338855,0.323323,0.324585,0.312014,0.306844,0.291766,0.017041,0.012413,0.021342,0.017529,0.020130,0.019024,0.021304,0.013612,0.014930,0.017190,0.018906,0.013392,0.010896,positive
0.065340,0.003272,3.046345,0.140922,0.173003,0.466028,0.011379,0.091274,-28.199947,2.347700,-0.156322,-0.158245,-0.372303,0.267701,0.169769,0.058275,-0.046212,0.012514,-0.124626,0.021509,-0.011882,0.018029,0.008887,0.033132,0.018250,0.027357,0.015424,0.022866,0.004965,0.007866,0.012624,0.015806,0.007493,0.022917,0.052804,0.002932,0.263412,0.051864,0.025740,0.466985,0.006907,0.095824,2.058852,0.730507,0.690035,0.350925,0.461878,0.342288,0.322304,0.283893,0.277971,0.256419,0.242574,0.229512,0.232762,0.021200,0.013613,0.031007,0.022784,0.026269,0.021377,0.023429,0.008554,0.010765,0.014589,0.018673,0.011367,0.011398,positive
