@RELATION knn_inter
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {negative,positive}

@DATA
0.061289,0.008865,3.014824,0.131698,0.159722,0.492218,0.013463,0.094517,-27.625659,2.146722,0.354559,-0.073095,-0.150411,0.013821,0.024525,-0.094771,-0.129837,-0.025699,-0.117663,0.055604,-0.104546,0.021693,0.004780,0.024146,0.016756,0.024546,0.015137,0.024614,0.003042,0.008505,0.022235,0.022984,0.007413,0.023729,0.054456,0.010042,0.320596,0.055404,0.031164,0.522139,0.010477,0.097686,2.895314,0.871846,0.931510,0.493619,0.555784,0.386016,0.344519,0.285828,0.291584,0.264080,0.254150,0.248597,0.236023,0.027470,0.007534,0.028140,0.023067,0.026233,0.021239,0.025668,0.005465,0.012698,0.023259,0.025109,0.011283,0.012761,negative
0.031445,0.010506,2.985402,0.099496,0.158602,0.176243,0.021487,0.043159,-29.208788,2.936452,-0.205039,0.039594,-0.356154,0.079482,0.120892,0.005145,-0.018782,0.041249,-0.036479,-0.065381,-0.000013,0.014150,0.008087,0.038883,0.011417,0.019214,0.016934,0.060785,0.003742,0.010445,0.021889,0.024476,0.006547,0.033344,0.029565,0.010238,0.353703,0.042495,0.037277,0.285921,0.017931,0.054396,3.177562,0.758109,0.810742,0.417238,0.472544,0.336084,0.339585,0.261092,0.289101,0.252107,0.251863,0.254192,0.249211,0.020233,0.013148,0.050845,0.017223,0.022120,0.026133,0.053350,0.007755,0.016951,0.026117,0.027882,0.011409,0.015776,negative
0.053029,0.009957,3.004567,0.112028,0.142330,0.368502,0.013191,0.082542,-26.773161,1.805427,-0.415015,-0.355499,-0.524464,0.071482,-0.000424,-0.020303,-0.097692,0.064785,-0.031881,-0.007313,-0.125655,0.016372,0.008928,0.015860,0.012836,0.016473,0.013434,0.018283,0.007236,0.011213,0.017336,0.019361,0.011602,0.019881,0.045011,0.009644,0.318497,0.044951,0.033030,0.432024,0.008098,0.074894,2.367454,0.820181,0.884171,0.442477,0.484447,0.394113,0.336799,0.282521,0.288846,0.269481,0.275585,0.256466,0.258551,0.022153,0.013676,0.019446,0.017502,0.020443,0.019021,0.021580,0.012071,0.015237,0.020415,0.023358,0.016309,0.011157,negative
0.068056,0.006392,2.930423,0.134985,0.158915,0.562536,0.013224,0.104045,-27.707642,1.543311,-0.367964,-0.678473,-0.195863,0.012367,0.046780,-0.120249,-0.077318,-0.058545,-0.183702,-0.114493,-0.154530,0.018544,0.010929,0.017460,0.015655,0.015003,0.012891,0.014563,0.006453,0.009280,0.014593,0.015976,0.010555,0.019774,0.055666,0.006535,0.402457,0.055545,0.032438,0.512730,0.008936,0.095911,2.565876,1.052178,0.826459,0.575393,0.506212,0.420876,0.356001,0.337344,0.335071,0.328863,0.329885,0.329924,0.333486,0.025564,0.017282,0.021612,0.022161,0.020641,0.019338,0.018831,0.010845,0.014155,0.019945,0.021611,0.015940,0.011690,negative
0.055326,0.004889,3.082754,0.113779,0.144362,0.374283,0.012073,0.086082,-27.321935,1.234913,-0.907764,-0.231325,-0.359885,-0.003377,-0.113009,-0.064552,-0.161903,-0.058209,-0.117666,-0.078599,-0.124405,0.016532,0.009995,0.017077,0.014905,0.016340,0.012290,0.016209,0.006282,0.011582,0.012993,0.016175,0.009741,0.019382,0.037583,0.004509,0.245954,0.041526,0.032909,0.365383,0.009109,0.066592,1.701749,0.815228,0.668798,0.453677,0.436329,0.343575,0.304775,0.278532,0.279648,0.284667,0.281358,0.294126,0.282540,0.020785,0.013998,0.020188,0.019642,0.020787,0.017102,0.019206,0.009611,0.015448,0.015482,0.018549,0.014207,0.011166,negative
0.066678,0.015879,2.983187,0.121784,0.140102,0.492136,0.011260,0.101661,-25.182096,1.926031,-0.400968,-0.290756,-0.063032,0.256594,0.057077,-0.036177,-0.095082,0.140124,-0.076374,0.039950,-0.040140,0.013263,0.006280,0.022427,0.011960,0.022508,0.014210,0.022449,0.007585,0.010690,0.014529,0.019513,0.007665,0.018826,0.054257,0.013078,0.329406,0.049189,0.031843,0.472754,0.007047,0.090148,1.920187,0.968017,0.886396,0.493604,0.475514,0.359426,0.328130,0.299421,0.294332,0.273012,0.251080,0.247390,0.249997,0.016652,0.008821,0.026065,0.015999,0.024520,0.019169,0.022988,0.012952,0.014581,0.016688,0.021249,0.010439,0.010649,negative
0.084471,0.007694,2.894728,0.144926,0.155447,0.636644,0.009203,0.129341,-28.090144,1.595315,-0.239686,-0.092929,-0.516416,-0.179231,-0.135926,-0.015629,-0.012440,-0.019483,-0.117821,-0.051742,-0.065925,0.026111,0.009098,0.022381,0.011625,0.012310,0.012449,0.013772,0.004527,0.009234,0.012392,0.018014,0.010257,0.017455,0.060953,0.010396,0.397284,0.058641,0.029165,0.588504,0.007074,0.111217,2.858601,1.012792,0.890013,0.465918,0.510851,0.369966,0.352399,0.277329,0.306004,0.241610,0.227753,0.203331,0.188848,0.029669,0.011837,0.025039,0.014146,0.012463,0.014985,0.014056,0.007384,0.011300,0.013890,0.019687,0.012929,0.011711,negative
0.056749,0.005343,3.067392,0.135191,0.171987,0.441395,0.007301,0.079069,-26.378352,2.313279,0.362574,0.355715,-0.199223,-0.009035,-0.123757,-0.109669,-0.149635,-0.066411,-0.055307,-0.019506,0.058864,0.023774,0.003263,0.041724,0.031144,0.036539,0.025142,0.024788,0.002011,0.008452,0.011281,0.018798,0.004164,0.023912,0.036014,0.004411,0.165582,0.037380,0.021225,0.390443,0.005399,0.071960,1.249428,0.576556,0.518385,0.302642,0.322565,0.275044,0.257579,0.216912,0.217386,0.195602,0.189060,0.186866,0.177564,0.019927,0.003754,0.029161,0.028297,0.029954,0.025033,0.018352,0.002779,0.009925,0.009671,0.014387,0.004639,0.009817,negative
0.054744,0.015393,2.975328,0.110875,0.145182,0.349579,0.014504,0.076568,-26.248407,2.010436,-0.592828,-0.426237,-0.329115,0.146772,-0.065265,-0.102460,-0.116043,-0.063410,-0.067988,-0.008680,-0.097118,0.014237,0.008912,0.019077,0.014221,0.017229,0.016641,0.026004,0.008735,0.013718,0.017088,0.015597,0.008464,0.021051,0.044703,0.013920,0.385681,0.041999,0.033640,0.410902,0.009377,0.075609,2.168071,0.893457,0.809973,0.479378,0.436236,0.370193,0.310670,0.312685,0.275903,0.273852,0.266962,0.269231,0.263418,0.018838,0.013240,0.021086,0.018816,0.021626,0.022498,0.027683,0.014748,0.018506,0.020139,0.018805,0.012450,0.011581,negative
0.038875,0.009587,3.010025,0.088814,0.134465,0.267216,0.016500,0.058059,-26.228671,2.239612,-0.167905,-0.242536,-0.255980,0.116709,-0.064785,-0.102411,-0.121404,-0.037229,-0.123153,-0.000385,-0.039661,0.016617,0.007605,0.024154,0.017406,0.026368,0.019347,0.028178,0.005422,0.012420,0.015957,0.018782,0.007939,0.023961,0.025045,0.007364,0.323782,0.026365,0.038801,0.282866,0.009985,0.044654,1.863309,0.842525,0.846628,0.450079,0.495259,0.374144,0.330002,0.310411,0.303506,0.289097,0.288117,0.285974,0.273076,0.021870,0.011842,0.027306,0.023276,0.030420,0.026430,0.028688,0.010269,0.018524,0.018446,0.022425,0.012022,0.012008,negative
0.074996,0.002272,2.898487,0.139367,0.152718,0.637835,0.008458,0.118927,-29.209055,1.331037,-0.307193,-0.299575,-0.361525,0.014553,-0.075380,-0.025659,-0.126609,-0.056845,-0.170672,-0.133959,-0.063121,0.017103,0.009046,0.016370,0.016118,0.015067,0.013159,0.014626,0.005030,0.009110,0.014308,0.016743,0.008099,0.015666,0.051391,0.002981,0.389821,0.048765,0.027694,0.454205,0.005323,0.087716,2.677954,0.865007,0.793224,0.487789,0.533794,0.394211,0.341783,0.302864,0.283088,0.279568,0.264462,0.253191,0.241358,0.020305,0.011464,0.017912,0.018833,0.017906,0.016538,0.016713,0.007420,0.011345,0.016708,0.018662,0.010075,0.009888,negative
0.066265,0.016038,3.033890,0.133662,0.156207,0.513645,0.015675,0.095997,-26.893295,2.732232,0.552359,-0.610544,-0.167430,0.243474,0.162598,-0.006619,-0.179580,-0.042600,-0.086179,0.048718,-0.132699,0.016439,0.005834,0.023572,0.016291,0.024003,0.015230,0.034548,0.004630,0.008553,0.022595,0.021729,0.005626,0.025088,0.060865,0.011999,0.289344,0.057464,0.030921,0.589548,0.013238,0.107905,2.416923,1.022997,0.894055,0.513511,0.435678,0.360474,0.316411,0.299238,0.273735,0.242567,0.235975,0.232994,0.241681,0.022330,0.010246,0.027690,0.023230,0.028365,0.020780,0.035082,0.008950,0.012395,0.025834,0.025127,0.009780,0.013458,negative
0.057374,0.017156,2.919020,0.133186,0.162772,0.480226,0.012824,0.078980,-28.404181,1.779367,0.316447,-0.054033,-0.093838,0.011258,0.121925,-0.010792,-0.009834,0.002432,-0.145667,0.016422,-0.085196,0.017055,0.005907,0.034652,0.014230,0.039879,0.011507,0.028047,0.003476,0.007326,0.015151,0.018880,0.007043,0.026622,0.036290,0.020189,0.393068,0.044088,0.033349,0.375796,0.009581,0.065785,3.591235,0.929526,0.813461,0.535496,0.518415,0.413264,0.379233,0.312565,0.315920,0.286897,0.278989,0.278452,0.275572,0.022575,0.009333,0.037059,0.019567,0.033058,0.016829,0.028271,0.006359,0.010404,0.018203,0.022525,0.010334,0.012686,negative
0.055109,0.005478,2.931477,0.110992,0.140958,0.428993,0.011352,0.080496,-29.185232,1.876249,-0.064710,-0.409260,-0.487964,0.118435,-0.035888,-0.129276,-0.097803,-0.014495,-0.082978,-0.046839,-0.045182,0.016317,0.008905,0.020415,0.017294,0.021723,0.015679,0.018877,0.005770,0.011587,0.015546,0.018057,0.008960,0.017928,0.035153,0.006627,0.388502,0.034693,0.031554,0.375831,0.007674,0.061767,2.594813,0.750470,0.718686,0.430220,0.454463,0.344572,0.312900,0.285455,0.259730,0.240935,0.237196,0.230901,0.227045,0.018847,0.012729,0.020239,0.019043,0.021828,0.018598,0.018005,0.008994,0.013475,0.016086,0.018904,0.011982,0.009730,negative
0.053035,0.009030,3.000070,0.117436,0.147892,0.414195,0.013042,0.084723,-27.774238,2.100674,0.066073,0.093218,-0.163503,0.142667,-0.132054,-0.046620,-0.107568,-0.092598,-0.182308,-0.096237,-0.206805,0.020261,0.005809,0.025800,0.023870,0.020691,0.012069,0.019795,0.003304,0.006672,0.021255,0.029298,0.008680,0.024104,0.045820,0.010920,0.328107,0.045287,0.032887,0.418366,0.009502,0.081424,2.822711,0.798534,0.850663,0.516722,0.488376,0.390046,0.333901,0.320554,0.286848,0.283687,0.290444,0.278618,0.273255,0.024129,0.009263,0.028440,0.029839,0.022201,0.017017,0.020117,0.005958,0.009330,0.022901,0.029765,0.013294,0.011825,negative
0.067095,0.013042,3.009061,0.145522,0.170834,0.498426,0.011162,0.097203,-26.551741,2.213018,-0.456637,-0.609704,-0.342075,-0.103575,0.102664,-0.060121,-0.014874,-0.021139,-0.237223,-0.098398,-0.047010,0.017694,0.013883,0.025541,0.019610,0.018740,0.012606,0.018574,0.004823,0.010759,0.012541,0.017280,0.010496,0.021902,0.056706,0.013480,0.297070,0.056098,0.029101,0.476305,0.008214,0.106372,2.253256,0.693966,0.744743,0.439300,0.425320,0.335442,0.341594,0.316539,0.286143,0.272667,0.273044,0.259782,0.261820,0.021437,0.019215,0.027187,0.024908,0.023986,0.017557,0.021682,0.008271,0.014661,0.015665,0.021083,0.015255,0.011176,negative
0.068892,0.010907,3.020106,0.133645,0.155767,0.502863,0.011323,0.099035,-25.750683,1.940512,-0.096022,-0.229684,-0.307239,0.045515,-0.054366,-0.096004,-0.160544,-0.073401,-0.108231,-0.041273,-0.122939,0.018857,0.007676,0.020041,0.017372,0.021949,0.017650,0.021798,0.005563,0.011028,0.015816,0.016468,0.008190,0.021453,0.056565,0.008025,0.303153,0.050188,0.027308,0.517629,0.007414,0.101366,1.701558,0.795071,0.810619,0.429940,0.471352,0.364411,0.348364,0.302915,0.301327,0.287832,0.274648,0.269886,0.270453,0.023540,0.011439,0.024215,0.023538,0.026729,0.023582,0.023791,0.009629,0.015284,0.018187,0.020096,0.011940,0.012300,negative
0.057304,0.009121,2.943679,0.121802,0.154770,0.372672,0.014626,0.087985,-26.600271,1.839182,-0.426767,-0.151711,-0.196320,0.237011,-0.148214,-0.147651,-0.202411,-0.121252,-0.151734,-0.063991,-0.097509,0.016783,0.007253,0.024502,0.018309,0.020211,0.017160,0.019599,0.007096,0.011399,0.014271,0.019333,0.006599,0.022799,0.055125,0.008358,0.393961,0.055506,0.033722,0.486120,0.008752,0.091718,2.232247,0.798443,0.921188,0.589526,0.489862,0.404660,0.366742,0.333459,0.317857,0.328608,0.358222,0.349306,0.345107,0.023552,0.011426,0.029297,0.025681,0.026845,0.025193,0.024063,0.013004,0.017115,0.018127,0.023053,0.010803,0.012114,negative
0.061521,0.018048,2.994109,0.124713,0.155836,0.397037,0.013746,0.093435,-25.053395,2.274893,-0.591057,-0.165160,-0.174233,0.227820,-0.165779,-0.025336,-0.098249,0.004252,-0.125366,0.029458,-0.076233,0.018289,0.006894,0.022555,0.017862,0.019331,0.014278,0.017581,0.006313,0.010853,0.017740,0.020442,0.009519,0.020164,0.057835,0.012956,0.332048,0.060100,0.032444,0.525569,0.008658,0.105871,1.611315,0.840037,0.778150,0.485640,0.436204,0.363230,0.334276,0.298642,0.293039,0.293747,0.295777,0.295505,0.278885,0.022151,0.010109,0.024067,0.023801,0.021894,0.019239,0.020217,0.011076,0.015047,0.021487,0.021688,0.013923,0.010726,negative
0.051215,0.009531,2.997966,0.118047,0.160590,0.318558,0.014289,0.070119,-27.592815,2.447443,-0.535723,-0.119619,-0.326268,0.138051,0.123575,0.069659,0.027762,0.000693,0.037589,0.018625,0.039803,0.015781,0.008652,0.025210,0.014850,0.025883,0.014669,0.037483,0.004514,0.008090,0.016039,0.021451,0.008352,0.023748,0.050204,0.011100,0.335869,0.052402,0.031879,0.423982,0.012480,0.084620,2.405845,0.775344,0.669038,0.391851,0.421771,0.304045,0.297803,0.251338,0.246547,0.232411,0.219437,0.210835,0.207366,0.019779,0.011613,0.025948,0.018049,0.027200,0.019233,0.030158,0.006989,0.009869,0.016861,0.022111,0.011421,0.011466,negative
0.064883,0.017246,3.084055,0.133852,0.157280,0.512254,0.008603,0.093777,-26.427334,1.654589,-0.394807,-0.314715,-0.176612,0.156991,0.076361,-0.013482,-0.019348,0.086534,-0.048950,0.022264,-0.010761,0.013047,0.008513,0.019635,0.010257,0.018119,0.014523,0.029454,0.005942,0.011723,0.012743,0.014689,0.007803,0.019831,0.043507,0.011784,0.220996,0.041498,0.025110,0.388437,0.005773,0.080072,1.793823,0.659556,0.691449,0.365921,0.435077,0.331341,0.305711,0.255868,0.254794,0.232077,0.220916,0.225029,0.221237,0.016366,0.012486,0.020452,0.012680,0.020108,0.019461,0.022579,0.009542,0.015914,0.014302,0.017201,0.010374,0.009720,negative
0.060785,0.033179,3.063566,0.123869,0.148263,0.509736,0.011607,0.097293,-24.740109,1.530374,0.081465,-0.180738,-0.452516,-0.049174,0.012784,0.025143,0.017695,-0.006315,-0.161017,-0.053504,-0.131130,0.016231,0.009192,0.027588,0.013213,0.014506,0.010275,0.030242,0.003883,0.009720,0.017091,0.018636,0.009578,0.022344,0.044225,0.030891,0.269080,0.043983,0.029108,0.445444,0.009025,0.078560,2.032156,0.713139,0.711963,0.420987,0.431939,0.344243,0.330849,0.270110,0.286911,0.273911,0.276099,0.265425,0.271241,0.020568,0.012818,0.028797,0.017201,0.019082,0.014273,0.032151,0.006429,0.013563,0.019992,0.021885,0.013340,0.012508,negative
0.103418,0.013281,3.037554,0.162328,0.175811,0.760157,0.008080,0.163482,-27.239157,1.247978,-0.282770,-0.129425,-0.274853,0.181456,-0.035834,-0.028141,-0.080156,-0.034610,-0.090873,0.039985,-0.060185,0.013485,0.006860,0.018003,0.012524,0.018589,0.013331,0.016580,0.006152,0.009257,0.012149,0.014600,0.008235,0.015933,0.057969,0.014293,0.292813,0.046591,0.025687,0.500810,0.006892,0.112993,2.338845,0.794264,0.717583,0.412961,0.397915,0.350659,0.324594,0.306500,0.283194,0.269491,0.269342,0.258454,0.257664,0.015406,0.009150,0.019901,0.017040,0.020544,0.017203,0.017110,0.010448,0.011613,0.013622,0.016953,0.010492,0.009615,negative
0.070368,0.008854,2.943595,0.141894,0.164832,0.561589,0.010472,0.105860,-26.935408,1.735740,0.036340,-0.259315,-0.579517,-0.025024,-0.039496,0.038045,-0.058103,-0.042090,-0.105220,-0.011011,-0.038503,0.017545,0.009452,0.019368,0.014918,0.015793,0.012897,0.018230,0.003373,0.010334,0.016188,0.017908,0.008630,0.017682,0.055299,0.007185,0.367125,0.057019,0.030107,0.525505,0.007181,0.097206,2.415024,0.899181,0.830515,0.465736,0.457431,0.353057,0.333292,0.282548,0.271083,0.252629,0.248915,0.234936,0.236432,0.021290,0.013581,0.020911,0.018305,0.018108,0.016898,0.018551,0.005286,0.013657,0.017844,0.019337,0.012164,0.010377,negative
0.070745,0.002329,2.970185,0.138984,0.159624,0.567796,0.010828,0.107943,-29.064420,1.368096,-0.370813,-0.519809,-0.331598,0.028544,-0.166776,-0.160733,-0.238637,-0.087724,-0.194491,-0.014786,-0.109942,0.015384,0.007424,0.019008,0.014690,0.015425,0.016839,0.016068,0.007385,0.011095,0.012515,0.013070,0.007966,0.018352,0.054538,0.002434,0.367546,0.053413,0.030205,0.504008,0.007241,0.092915,2.606213,1.011199,0.884352,0.559498,0.529723,0.404355,0.349395,0.327262,0.348663,0.318086,0.340650,0.341686,0.320847,0.019672,0.010520,0.024045,0.020263,0.019902,0.022810,0.020119,0.012547,0.015687,0.016261,0.016508,0.010852,0.011302,negative
0.061400,0.005288,2.908126,0.134752,0.156395,0.492453,0.013406,0.082009,-29.498466,1.929492,0.321512,-0.319626,-0.271242,0.001643,-0.072996,-0.096986,-0.118185,-0.096756,-0.192606,-0.072577,-0.141505,0.021604,0.007227,0.028537,0.017624,0.020360,0.014271,0.023777,0.005059,0.009242,0.015748,0.018264,0.006448,0.022893,0.049531,0.004596,0.452619,0.056089,0.039838,0.429160,0.010323,0.078068,3.971223,1.030768,0.932600,0.514309,0.534800,0.404724,0.371145,0.313527,0.327096,0.272642,0.293091,0.287062,0.285220,0.027796,0.010832,0.032103,0.023687,0.025098,0.019394,0.026895,0.010276,0.012623,0.020144,0.022085,0.009155,0.013486,negative
0.049268,0.009812,3.055218,0.118056,0.159835,0.347775,0.011185,0.075379,-27.360675,2.123125,-0.140452,0.163332,-0.439693,0.220429,0.078243,0.128014,-0.079823,0.083153,-0.137933,0.078218,-0.023501,0.013055,0.006317,0.041709,0.013663,0.016645,0.011737,0.059175,0.002924,0.007712,0.016190,0.027382,0.006658,0.029877,0.038997,0.009813,0.236255,0.042558,0.028626,0.381616,0.006533,0.071801,1.925210,0.691312,0.686528,0.406614,0.465709,0.363733,0.354483,0.291006,0.271371,0.242175,0.248622,0.246332,0.256042,0.016838,0.010046,0.037798,0.019176,0.019105,0.016306,0.053731,0.004726,0.011535,0.017958,0.026314,0.009886,0.015234,negative
0.054034,0.037070,2.944117,0.119706,0.155806,0.394945,0.016105,0.081786,-26.156559,1.910403,0.026596,0.122089,-0.259311,0.210585,0.010666,-0.076722,-0.154940,-0.023823,-0.210622,-0.024190,-0.168645,0.022542,0.005499,0.024462,0.016082,0.021886,0.012153,0.027616,0.004545,0.007627,0.018961,0.027146,0.006369,0.024591,0.048544,0.034690,0.413717,0.049541,0.037429,0.447902,0.011669,0.081641,3.585322,1.010201,0.962102,0.528159,0.537253,0.431091,0.369694,0.345843,0.338312,0.303175,0.315696,0.307124,0.315470,0.030916,0.009206,0.029145,0.022994,0.026215,0.017412,0.031559,0.008605,0.011766,0.023685,0.031503,0.009878,0.013653,negative
0.063940,0.031822,3.097069,0.113296,0.128239,0.645545,0.009190,0.107627,-23.885782,0.977272,-0.121759,-0.379804,-0.145399,-0.085183,-0.241628,-0.301221,-0.303746,0.001587,-0.099137,0.067891,-0.018919,0.012239,0.005505,0.013856,0.013212,0.016572,0.018060,0.017570,0.007030,0.012794,0.012003,0.012076,0.006777,0.017027,0.027802,0.025848,0.224575,0.026764,0.029660,0.342747,0.004371,0.050852,1.580632,0.858780,0.742534,0.444389,0.436772,0.392956,0.377050,0.333757,0.355573,0.366451,0.355827,0.332033,0.325579,0.015141,0.008342,0.016602,0.017481,0.020570,0.023445,0.019413,0.011094,0.017041,0.014972,0.014575,0.010352,0.009365,negative
0.058887,0.006068,2.967267,0.125321,0.154541,0.427950,0.012962,0.089681,-27.836298,1.779990,-0.446855,-0.280354,-0.363122,0.156183,-0.118628,-0.091285,-0.167657,-0.053417,-0.212317,-0.089482,-0.124320,0.017744,0.008044,0.020222,0.016342,0.016465,0.014887,0.016404,0.005719,0.010275,0.016611,0.018026,0.009289,0.020341,0.049193,0.006479,0.391375,0.049252,0.030416,0.461188,0.008729,0.086357,2.791220,0.965258,0.877730,0.502755,0.561383,0.402909,0.347772,0.310836,0.320792,0.299535,0.294825,0.314054,0.315046,0.022674,0.011919,0.024656,0.021609,0.021495,0.021034,0.020804,0.010008,0.014616,0.021720,0.022161,0.013875,0.011826,negative
0.054150,0.008961,3.017098,0.119445,0.156390,0.323462,0.014297,0.080027,-26.328093,2.231698,-0.731777,-0.354615,-0.604255,-0.030892,-0.148643,-0.032256,-0.041453,-0.051999,-0.168633,-0.049416,-0.113749,0.018469,0.012020,0.017962,0.016993,0.015810,0.016564,0.015901,0.004904,0.011961,0.016356,0.017452,0.015283,0.020226,0.048670,0.007195,0.306441,0.053290,0.032659,0.444241,0.009648,0.089793,1.847472,0.717160,0.797353,0.430166,0.487402,0.362193,0.337562,0.292153,0.265498,0.255917,0.250286,0.254598,0.263173,0.021580,0.016302,0.020486,0.021779,0.020418,0.021803,0.018493,0.008317,0.016392,0.018609,0.019940,0.019449,0.010640,negative
0.048984,0.012954,3.027954,0.124206,0.163988,0.392797,0.012547,0.069205,-26.808298,2.449078,0.750688,-0.177128,-0.340197,0.030665,0.056083,0.083995,0.019773,-0.008076,-0.068913,0.034253,-0.060963,0.018638,0.006991,0.046224,0.015855,0.027327,0.014189,0.045554,0.002006,0.008905,0.016543,0.022923,0.007403,0.028442,0.042056,0.014337,0.235959,0.045752,0.029776,0.432119,0.008069,0.083045,2.260647,0.681460,0.707967,0.498836,0.485687,0.340203,0.331865,0.269099,0.273096,0.237607,0.239587,0.242878,0.238406,0.023267,0.012010,0.043917,0.020900,0.027964,0.020944,0.039619,0.003846,0.013389,0.018223,0.023788,0.011567,0.012516,negative
0.058619,0.005749,2.944399,0.148631,0.181266,0.408211,0.014090,0.088613,-30.157609,1.656537,-0.395622,-0.101738,-0.347091,0.019400,-0.055127,-0.058996,-0.076944,-0.073531,-0.101300,-0.043768,-0.116845,0.015085,0.008156,0.045307,0.013263,0.016385,0.012899,0.051313,0.005481,0.009353,0.012447,0.015521,0.008769,0.031262,0.055372,0.006630,0.362694,0.058714,0.036538,0.449294,0.009795,0.096874,3.431426,0.863132,0.871357,0.488939,0.499903,0.398758,0.359511,0.317448,0.337655,0.326855,0.332722,0.332560,0.320677,0.022281,0.013283,0.044827,0.020221,0.020922,0.021237,0.051484,0.010710,0.014928,0.018862,0.020949,0.014633,0.016972,negative
0.063670,0.008400,2.999784,0.130172,0.157421,0.465300,0.011865,0.096644,-26.780715,2.024580,0.064578,-0.095423,-0.209502,0.162534,-0.015354,0.054509,0.037118,0.045464,-0.056943,0.025619,-0.063313,0.014476,0.007959,0.026052,0.012807,0.024755,0.012869,0.029089,0.004292,0.010056,0.017368,0.019500,0.007870,0.022070,0.056786,0.007418,0.335421,0.055597,0.030458,0.512640,0.007741,0.100065,2.649174,0.903961,0.862208,0.493166,0.525872,0.394614,0.361669,0.320223,0.286806,0.263626,0.260979,0.256150,0.250295,0.018647,0.012272,0.028609,0.016770,0.026739,0.018296,0.030142,0.007566,0.014286,0.019705,0.022194,0.012269,0.011814,negative
0.080617,0.007440,3.006240,0.156727,0.166894,0.635040,0.013069,0.125791,-27.289284,1.965251,0.495197,0.019832,-0.039102,0.153656,-0.044814,0.007661,0.001840,-0.021809,-0.128622,-0.044073,-0.087256,0.018302,0.005367,0.034727,0.014337,0.029568,0.011107,0.038165,0.002506,0.006541,0.016490,0.019297,0.005403,0.027436,0.071737,0.005842,0.335571,0.065131,0.027045,0.605858,0.011665,0.127809,2.447019,0.965488,0.840452,0.490176,0.462954,0.383396,0.342788,0.300427,0.292591,0.268127,0.278975,0.270851,0.273632,0.024985,0.008316,0.036595,0.021276,0.032844,0.016522,0.040547,0.004776,0.010111,0.019786,0.022274,0.008681,0.015438,negative
